,label,animal_id,Cell,image_id,norm_mean_tmem,norm_mean_cd68,tmem_level,cd68_level,Breeder ID,Animal ID,Age,Section Key,Breeder ID.1,Animal ID.1,Sex,Age.1,Date of Surgery,Ab
128,B13_3_MIP.czi:c:3/4 - B13_3_MIP.czi #1,B13,1,3,0.051838735916806364,-0.0016249159775272443,mid,mid,W(22),M1,P17,B13,W(22),M1,Male,P15,12/18/2022,a-gp120
129,B13_3_MIP.czi:c:3/4 - B13_3_MIP.czi #1,B13,2,3,0.049731131896845526,-0.015311399439542545,low,low,W(22),M1,P17,B13,W(22),M1,Male,P15,12/18/2022,a-gp120
130,B13_3_MIP.czi:c:3/4 - B13_3_MIP.czi #1,B13,3,3,0.08565978154551719,-0.007136458785465427,mid,low,W(22),M1,P17,B13,W(22),M1,Male,P15,12/18/2022,a-gp120
131,B13_3_MIP.czi:c:3/4 - B13_3_MIP.czi #1,B13,4,3,0.06993465263469997,-0.005615482108793229,mid,mid,W(22),M1,P17,B13,W(22),M1,Male,P15,12/18/2022,a-gp120
132,B14_1_MIP.czi:c:3/4 - B14_1_MIP.czi #1,B14,1,1,0.09479765766091096,0.007441302262470903,mid,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
133,B14_1_MIP.czi:c:3/4 - B14_1_MIP.czi #1,B14,2,1,0.022602749070694338,0.005077119187483936,low,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
134,B14_1_MIP.czi:c:3/4 - B14_1_MIP.czi #1,B14,3,1,0.030426463467280725,0.011260878359108748,low,high,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
135,B14_1_MIP.czi:c:3/4 - B14_1_MIP.czi #1,B14,4,1,0.11482250428386229,0.018616795284775167,high,high,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
136,B14_2_MIP.czi:c:3/4 - B14_2_MIP.czi #1,B14,1,2,0.05226892367557508,-0.006487018905791259,mid,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
137,B14_2_MIP.czi:c:3/4 - B14_2_MIP.czi #1,B14,2,2,0.05421875374253941,0.012835794245798005,mid,high,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
138,B14_2_MIP.czi:c:3/4 - B14_2_MIP.czi #1,B14,3,2,0.11788842678566552,0.001500512037018703,high,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
139,B14_2_MIP.czi:c:3/4 - B14_2_MIP.czi #1,B14,4,2,0.06791940366368737,0.005017212024980143,mid,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
140,B14_3_MIP.czi:c:3/4 - B14_3_MIP.czi #1,B14,1,3,0.036383005506883136,0.009429903258474037,low,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
141,B14_3_MIP.czi:c:3/4 - B14_3_MIP.czi #1,B14,2,3,0.016346883847067332,0.00737934901225671,low,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
142,B14_3_MIP.czi:c:3/4 - B14_3_MIP.czi #1,B14,3,3,0.01732643583242089,0.001150017519798159,low,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
143,B14_3_MIP.czi:c:3/4 - B14_3_MIP.czi #1,B14,4,3,0.025360702436699856,0.0014205964457477335,low,mid,W(22),F4,P17,B14,W(22),F4,Female,P15,12/18/2022,a-IL34
144,B15_1_MIP.czi:c:3/4 - B15_1_MIP.czi #1,B15,1,1,0.04232618097906868,0.011771039792188312,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
145,B15_1_MIP.czi:c:3/4 - B15_1_MIP.czi #1,B15,2,1,0.003736779738421396,0.01482198290343801,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
146,B15_1_MIP.czi:c:3/4 - B15_1_MIP.czi #1,B15,3,1,0.062039686568561014,0.00048665250572156593,mid,mid,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
147,B15_1_MIP.czi:c:3/4 - B15_1_MIP.czi #1,B15,4,1,0.04568087361830914,0.01529668802841877,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
148,B15_2_MIP.czi:c:3/4 - B15_2_MIP.czi #1,B15,1,2,0.01819571456106911,0.008005482620521275,low,mid,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
149,B15_2_MIP.czi:c:3/4 - B15_2_MIP.czi #1,B15,2,2,0.02859006009977607,0.021992390088591114,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
150,B15_2_MIP.czi:c:3/4 - B15_2_MIP.czi #1,B15,3,2,0.029660858913651573,0.010168991596126536,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
151,B15_2_MIP.czi:c:3/4 - B15_2_MIP.czi #1,B15,4,2,0.039512014449956,0.052166185904826745,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
152,B15_3_MIP.czi:c:3/4 - B15_3_MIP.czi #1,B15,1,3,0.024807296138802087,0.01839109367466217,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
153,B15_3_MIP.czi:c:3/4 - B15_3_MIP.czi #1,B15,2,3,0.04236104598554762,0.022476979345409938,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
154,B15_3_MIP.czi:c:3/4 - B15_3_MIP.czi #1,B15,3,3,0.03789309518568795,0.019881625935763744,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
155,B15_3_MIP.czi:c:3/4 - B15_3_MIP.czi #1,B15,4,3,0.024283447780637568,0.019307053260224874,low,high,W(27),M4,P17,B15,W(27),M4,Male,P15,12/20/2022,a-CSF1
156,B16_1_MIP.czi:c:3/4 - B16_1_MIP.czi #1,B16,1,1,0.09941431700352103,0.13914095206409938,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
157,B16_1_MIP.czi:c:3/4 - B16_1_MIP.czi #1,B16,2,1,0.07957851544367249,0.021837066978934047,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
158,B16_1_MIP.czi:c:3/4 - B16_1_MIP.czi #1,B16,3,1,0.09816880305542078,0.050717975023308784,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
159,B16_1_MIP.czi:c:3/4 - B16_1_MIP.czi #1,B16,4,1,0.07547459365062063,0.049290591561011746,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
160,B16_2_MIP.czi:c:3/4 - B16_2_MIP.czi #1,B16,1,2,0.08915090663305482,0.016884310558438656,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
161,B16_2_MIP.czi:c:3/4 - B16_2_MIP.czi #1,B16,2,2,0.04271825773856802,0.030504257514355815,low,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
162,B16_2_MIP.czi:c:3/4 - B16_2_MIP.czi #1,B16,3,2,0.12915874282542883,0.041268776172192836,high,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
163,B16_2_MIP.czi:c:3/4 - B16_2_MIP.czi #1,B16,4,2,0.13500235638970023,0.08039626188552604,high,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
164,B16_3_MIP.czi:c:3/4 - B16_3_MIP.czi #1,B16,1,3,0.07801224475427904,0.04972946961189613,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
165,B16_3_MIP.czi:c:3/4 - B16_3_MIP.czi #1,B16,2,3,0.08431477619579038,0.0655957777509442,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
166,B16_3_MIP.czi:c:3/4 - B16_3_MIP.czi #1,B16,3,3,0.06718584837958466,0.02776797525265639,mid,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
167,B16_3_MIP.czi:c:3/4 - B16_3_MIP.czi #1,B16,4,3,0.20569167065535485,0.0467617741256742,high,high,W(27),M1,P17,B16,W(27),M1,Male,P15,12/20/2022,a-gp120
168,B17_2_MIP.czi:c:3/4 - B17_2_MIP.czi #1,B17,1,2,0.0708517656538922,-0.0062282272052043425,mid,mid,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
169,B17_2_MIP.czi:c:3/4 - B17_2_MIP.czi #1,B17,2,2,0.03576511257002022,0.009024193583329627,low,mid,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
170,B17_2_MIP.czi:c:3/4 - B17_2_MIP.czi #1,B17,3,2,0.042015320195707806,0.01634467727202843,low,high,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
171,B17_2_MIP.czi:c:3/4 - B17_2_MIP.czi #1,B17,4,2,0.06148032647384277,0.027309840081707615,mid,high,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
172,B17_3_MIP.czi:c:3/4 - B17_3_MIP.czi #1,B17,1,3,0.007688797521449867,-0.006705366273364405,low,mid,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
173,B17_3_MIP.czi:c:3/4 - B17_3_MIP.czi #1,B17,2,3,0.02894893406677511,0.003913446653442829,low,mid,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
174,B17_3_MIP.czi:c:3/4 - B17_3_MIP.czi #1,B17,3,3,0.053461875969641526,0.012715631668353836,mid,high,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
175,B17_3_MIP.czi:c:3/4 - B17_3_MIP.czi #1,B17,4,3,0.024264646304903187,0.02256653107126226,low,high,W(27),M3,P17,B17,W(27),M3,Male,P15,12/20/2022,a-IL34
176,B19_1_MIP.czi:c:3/4 - B19_1_MIP.czi #1,B19,1,1,0.03483888072764066,0.02992833432079928,low,high,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
177,B19_1_MIP.czi:c:3/4 - B19_1_MIP.czi #1,B19,2,1,0.034243293922369536,0.06104623024833458,low,high,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
178,B19_1_MIP.czi:c:3/4 - B19_1_MIP.czi #1,B19,3,1,0.07444424131968086,0.03696539064933805,mid,high,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
179,B19_1_MIP.czi:c:3/4 - B19_1_MIP.czi #1,B19,4,1,0.026809412876900238,0.031064691449734796,low,high,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
180,B19_2_MIP.czi:c:3/4 - B19_2_MIP.czi #1,B19,1,2,0.025678225553705053,0.0025810645952533337,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
181,B19_2_MIP.czi:c:3/4 - B19_2_MIP.czi #1,B19,2,2,0.03366741601223776,-0.0002472960237276389,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
182,B19_2_MIP.czi:c:3/4 - B19_2_MIP.czi #1,B19,3,2,0.045131442713199826,0.012997297911563427,low,high,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
183,B19_2_MIP.czi:c:3/4 - B19_2_MIP.czi #1,B19,4,2,0.07093180053240387,-0.00322661123527386,mid,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
184,B19_3_MIP.czi:c:3/4 - B19_3_MIP.czi #1,B19,1,3,0.03373799482300106,-0.0042735531853385494,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
185,B19_3_MIP.czi:c:3/4 - B19_3_MIP.czi #1,B19,2,3,0.018393761607629837,0.007415605859194312,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
186,B19_3_MIP.czi:c:3/4 - B19_3_MIP.czi #1,B19,3,3,0.019459790334852928,0.002165179587563161,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
187,B19_3_MIP.czi:c:3/4 - B19_3_MIP.czi #1,B19,4,3,0.030162145084040727,0.0020228288150565613,low,mid,W(26),M2,P17,B19,W(26),M2,Male,P15,12/8/2022,a-IL34
188,B20_1_MIP.czi:c:3/4 - B20_1_MIP.czi #1,B20,1,1,0.07719539361229588,0.011799089445357527,mid,high,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
189,B20_1_MIP.czi:c:3/4 - B20_1_MIP.czi #1,B20,2,1,0.058227234804981105,0.018092549071027426,mid,high,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
190,B20_1_MIP.czi:c:3/4 - B20_1_MIP.czi #1,B20,3,1,0.11884726922911368,-0.007244984068542806,high,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
191,B20_1_MIP.czi:c:3/4 - B20_1_MIP.czi #1,B20,4,1,0.045643040742163264,0.010456465861080746,low,high,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
192,B20_2_MIP.czi:c:3/4 - B20_2_MIP.czi #1,B20,1,2,0.11629378902718941,-0.04078870423374849,high,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
193,B20_2_MIP.czi:c:3/4 - B20_2_MIP.czi #1,B20,2,2,0.03779929812294093,-0.009144249893361836,low,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
194,B20_2_MIP.czi:c:3/4 - B20_2_MIP.czi #1,B20,3,2,0.0519326144523536,-0.01715700735424265,mid,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
195,B20_2_MIP.czi:c:3/4 - B20_2_MIP.czi #1,B20,4,2,0.0509513987259458,-0.006517723270127659,mid,mid,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
196,B20_3_MIP.czi:c:3/4 - B20_3_MIP.czi #1,B20,1,3,0.06988977018072126,-0.022369985684207533,mid,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
197,B20_3_MIP.czi:c:3/4 - B20_3_MIP.czi #1,B20,2,3,0.06746246829747195,-0.003827824592980464,mid,mid,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
198,B20_3_MIP.czi:c:3/4 - B20_3_MIP.czi #1,B20,3,3,0.0733215282048287,-0.022130911407929374,mid,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
199,B20_3_MIP.czi:c:3/4 - B20_3_MIP.czi #1,B20,4,3,0.09502080303778618,-0.06298474306513889,mid,low,W(25),M2,P17,B20,W(25),M2,Male,P15,12/10/2022,a-gp120
200,B21_1_MIP.czi:c:3/4 - B21_1_MIP.czi #1,B21,1,1,0.06273048951529428,0.00017276600363357042,mid,mid,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
201,B21_1_MIP.czi:c:3/4 - B21_1_MIP.czi #1,B21,2,1,0.04983808975235808,0.0014269061554049028,low,mid,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
202,B21_1_MIP.czi:c:3/4 - B21_1_MIP.czi #1,B21,3,1,0.04198546005881962,0.011720578416859681,low,high,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
203,B21_1_MIP.czi:c:3/4 - B21_1_MIP.czi #1,B21,4,1,0.09785387955948173,-0.02050274714932046,mid,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
204,B21_2_MIP.czi:c:3/4 - B21_2_MIP.czi #1,B21,1,2,0.05251450651157451,-0.0024224249884953752,mid,mid,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
205,B21_2_MIP.czi:c:3/4 - B21_2_MIP.czi #1,B21,2,2,0.11224300044140259,-0.024587396243478055,high,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
206,B21_2_MIP.czi:c:3/4 - B21_2_MIP.czi #1,B21,3,2,0.050638221424578425,-0.011828777735524543,mid,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
207,B21_2_MIP.czi:c:3/4 - B21_2_MIP.czi #1,B21,4,2,0.08939520176448164,-0.014690942842324112,mid,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
208,B21_3_MIP.czi:c:3/4 - B21_3_MIP.czi #1,B21,1,3,0.1279893347241569,-0.010547796005083057,high,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
209,B21_3_MIP.czi:c:3/4 - B21_3_MIP.czi #1,B21,2,3,0.14478689633944325,-0.005732616526195333,high,mid,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
210,B21_3_MIP.czi:c:3/4 - B21_3_MIP.czi #1,B21,3,3,0.09629805719564902,-0.01593654865364913,mid,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
211,B21_3_MIP.czi:c:3/4 - B21_3_MIP.czi #1,B21,4,3,0.06799173266409697,-0.014978519644438595,mid,low,W(22),M4,P17,B21,W(22),M4,Male,P15,12/18/2022,a-IL34
212,B22_1_MIP.czi:c:3/4 - B22_1_MIP.czi #1,B22,1,1,0.11914238756629886,0.006108314587347535,high,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
213,B22_1_MIP.czi:c:3/4 - B22_1_MIP.czi #1,B22,2,1,0.10622234802015086,-0.0028537006342825855,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
214,B22_1_MIP.czi:c:3/4 - B22_1_MIP.czi #1,B22,3,1,0.09817033292174711,-0.004534786752668329,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
215,B22_1_MIP.czi:c:3/4 - B22_1_MIP.czi #1,B22,4,1,0.04890166951386217,0.00817931374269619,low,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
216,B22_2_MIP.czi:c:3/4 - B22_2_MIP.czi #1,B22,1,2,0.152163604612376,-0.01058256427697804,high,low,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
217,B22_2_MIP.czi:c:3/4 - B22_2_MIP.czi #1,B22,2,2,0.0893327637489619,0.01936940642056023,mid,high,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
218,B22_2_MIP.czi:c:3/4 - B22_2_MIP.czi #1,B22,3,2,0.0027450734059438486,-0.06773512340526389,low,low,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
219,B22_2_MIP.czi:c:3/4 - B22_2_MIP.czi #1,B22,4,2,0.10743381492347313,0.002723612161231029,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
220,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,1,3,0.1113857352381987,-0.01982005252532866,high,low,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
221,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,2,3,0.049058303071125214,0.0015532398976545597,low,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
222,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,3,3,0.05833862588570102,0.004021945200922666,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
223,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,4,3,0.08933847761953745,0.0162522615567455,mid,high,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
224,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,1,1,0.0725491661074971,0.015498857292184642,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
225,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,2,1,0.09933169133598549,0.020579005112998483,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
226,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,3,1,0.09845824884926346,0.023929697163148855,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
227,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,4,1,0.06579751618370237,0.031783423699907457,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
228,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,1,2,0.04976711717866991,-0.010859743844785733,low,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
229,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,2,2,0.006990569086795614,-0.04629546528657183,low,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
230,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,3,2,0.05108400867663128,-0.015470588637809951,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
231,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,4,2,0.04800551242988341,0.003788180575144545,low,mid,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
232,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,1,3,0.14789500806223715,-0.018272852702096165,high,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
233,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,2,3,0.058292158451014264,-0.006134695554228339,mid,mid,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
234,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,3,3,0.08075392790086527,-0.02557656864441786,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
235,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,4,3,0.06323687589049808,-0.016133682631493382,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
236,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,1,1,0.11350450024147044,-0.04925814072031878,high,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
237,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,2,1,0.12953156419625528,0.015707671328208078,high,high,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
238,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,3,1,0.05960450572259328,0.008029944695917987,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
239,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,4,1,0.10915737212251062,0.017774845060253786,mid,high,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
240,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,1,2,0.10060397981786698,-0.011205510092708287,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
241,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,2,2,0.1135522134947734,-0.00389133794373607,high,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
242,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,3,2,0.08422084963269491,-0.005498312409074849,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
243,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,4,2,0.10877410346421232,-0.01836192750205483,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
244,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,1,3,0.07300930308273895,-0.02800471082867577,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
245,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,2,3,0.10748799347463805,-0.05367954003698641,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
246,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,3,3,0.09028979440568016,-0.03621563540669602,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
247,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,4,3,0.09212732672627175,0.009424269215037806,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
248,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,1,1,0.18245399846556193,-0.024983424123450948,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
249,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,2,1,0.23501758728467753,0.008005072074927982,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
250,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,3,1,0.14536907827538093,-0.004327552473709181,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
251,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,4,1,0.2771930957300275,-0.04088174526008752,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
252,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,1,2,0.16005193441092375,-0.009199976658691711,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
253,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,2,2,0.18967215244235422,-0.028559082546432052,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
254,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,3,2,0.2971721088040028,-0.024633524008778274,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
255,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,4,2,0.24369998497557396,0.008754384021295247,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
256,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,1,3,0.16161538974773362,-0.010850926360485944,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
257,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,2,3,0.223445665647697,-0.05088985463517662,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
258,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,3,3,0.12932870152246478,-0.001927757016282755,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
